ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_data_provenance,colrev_masterdata_provenance,colrev_origin,colrev_status,curation_id,fulltext,goal_rowe,language,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,synthesis,theory_building,topic
Balci2014,inproceedings,The State of the Art on Process Virtualization - A Literature Review,"Balci, Bilal",2014,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2014/e-Business/GeneralPresentations/9,,,,https://dblp.org/rec/conf/amcis/Balci14,"{'url': {'source': 'md_curated.bib/000100', 'note': ''}, 'language': {'source': 'md_curated.bib/000100', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000110', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000100|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000110', 'md_curated.bib/000100', 'md_dblp.bib/000100']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#Balci2014,,,eng,,,,,,,,,
BandaraMiskonFielt2011,inproceedings,"A systematic, tool-supported method for conducting literature reviews in information systems","Bandara, Wasana and Miskon, Suraya and Fielt, Erwin",2011,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2011/221,,,,https://dblp.org/rec/conf/ecis/BandaraMF11,"{'url': {'source': 'md_curated.bib/000076', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000045', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000076|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000045', 'md_curated.bib/000076', 'md_dblp.bib/000079']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#BandaraMiskonFielt2011,,,eng,,,,,,,,,
BantanShawosh2021,inproceedings,Chief Privacy Officers - A Literature Review,"Bantan, May and Shawosh, Mazen",2021,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2021/adv_info_systems_general_track/adv_info_systems_general_track/20,,,,https://dblp.org/rec/conf/amcis/BantanS21,"{'url': {'source': 'md_curated.bib/000104', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000111', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000104|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000111', 'md_curated.bib/000104', 'md_dblp.bib/000104']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#BantanShawosh2021,,,eng,,,,,,,,,
Basten2014,article,A Systematic Mapping of Factors Affecting Accuracy of Software Development Effort Estimation,"Basten, Dirk and Sunyaev, Ali",2014,Communications of the Association for Information Systems,,34,1,51--86,10.17705/1CAIS.03404,,,False,9,,,,,,,,Describing,en,,descriptive-review,,False,partial,True,True,False,Software Development
Beard2004,article,Seeking strategic advantage in the post-net era: viewing ERP systems from the resource-based perspective,"Beard, Jon W and Sumner, Mary",2004,The Journal of Strategic Information Systems,,13,2,129--150,10.1016/J.JSIS.2004.02.003,,,False,100,,,,,,,,Describing,en,,narrative-review,,False,partial,True,True,False,Other Domain
Beaudry2006,article,The Customer-Centered B2C Literature through the Lens of Activity Theory: A Review and Research Agenda,"Beaudry, Anne and Carillo, Kevin D.",2006,Communications of the Association for Information Systems,,17,21,428--503,10.17705/1CAIS.01721,,,False,1,,,,,,,,Understanding,en,,scoping-review,,False,partial,True,True,False,E-Commerce
Belanger2011,article,Privacy in the Digital Age: a Review of Information Privacy Research in Information Systems1,"Bélanger, France and Crossler, Robert E.",2011,MIS Quarterly,,35,4,1017--A36,10.2307/41409971,,"Information privacy refers to the desire of individuals to control or have some influence over data about themselves. Advances in information technology have raised concerns about information privacy and its impacts, and have motivated Information Systems researchers to explore information privacy issues, including technical solutions to address these concerns. In this paper, we inform researchers about the current state of information privacy research in IS through a critical analysis of the IS literature that considers information privacy as a key construct. The review of the literature reveals that information privacy is a multilevel concept, but rarely studied as such. We also find that information privacy research has been heavily reliant on student-based and USA-centric samples, which results in findings of limited generalizability. Information privacy research focuses on explaining and predicting theoretical contributions, with few studies in journal articles focusing on design and action contributions. We recommend that future research should consider different levels of analysis as well as multilevel effects of information privacy. We illustrate this with a multilevel framework for information privacy concerns. We call for research on information privacy to use a broader diversity of sampling populations, and for more design and action information privacy research to be published in journal articles that can result in IT artifacts for protection or control of information privacy.",False,842,,,,,,,https://misq.umn.edu/misq/article-pdf/35/4/1017/11397/10_belangercrossler.pdf,Understanding,en,,critical-review,,True,comprehensive,True,True,True,Security
Ben-Zion2014,article,Critical Success Factors for Adoption of Electronic Health Record Systems: Literature Review and Prescriptive Analysis,"Ben-Zion, Ronnie and Pliskin, Nava and Fink, Lior",2014,Information Systems Management,,31,4,296--312,10.1080/10580530.2014.958024,,,False,40,,,,,,,,Describing,en,,narrative-review,,False,none,False,True,False,"Technology Acceptance, and Use"
BenzariKhedhaouriaTorres2020,inproceedings,The Rise of Technostress - A Literature Review from 1984 until 2018,"Benzari, Alexandre and Khedhaouria, Anis and Torrès, Olivier",2020,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2020_rp/140,,,,https://dblp.org/rec/conf/ecis/BenzariKT20,"{'url': {'source': 'md_curated.bib/000083', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000046', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000083|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000046', 'md_curated.bib/000083', 'md_dblp.bib/000082']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#BenzariKhedhaouriaTorres2020,,,eng,,,,,,,,,
Berger2014,article,A Review of Information Systems Research on Online Social Networks,"Berger, Katharina and Klier, Julia and Klier, Mathias and Probst, Florian",2014,Communications of the Association for Information Systems,,35,1,145--172,10.17705/1CAIS.03508,,,False,25,,,,,,,,Describing,en,,descriptive-review,,False,partial,True,True,False,Other Domain
BergkvistFredriksson2008,inproceedings,Outsourcing Terms - A Literature Review from an ISD Perspective,"Bergkvist, Linda and Fredriksson, Odd",2008,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2008/129,,,,https://dblp.org/rec/conf/ecis/BergkvistF08,"{'url': {'source': 'md_curated.bib/000086', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000047', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000086|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000047', 'md_curated.bib/000086', 'md_dblp.bib/000087']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#BergkvistFredriksson2008,,,eng,,,,,,,,,
Bergvall-Kareborn2014,article,Disregarding History: Contemporary IS Contexts and Participatory Design,"Bergvall-Kåreborn, Birgitta and Howcroft, Debra and Ståhlbröst, Anna",2014,Communications of the Association for Information Systems,,34,1,1319--1332,10.17705/1CAIS.03468,,,False,1,,,,,,,,Understanding,en,,scoping-review,,True,comprehensive,True,True,False,Other Domain
Besson2012,article,Strategizing information systems-enabled organizational transformation: A transdisciplinary review and new directions,"Besson, Patrick and Rowe, Frantz",2012,The Journal of Strategic Information Systems,,21,2,103--124,10.1016/J.JSIS.2012.05.001,,,False,337,,,,,,,,Understanding,en,,scoping-review,,True,comprehensive,True,True,False,Other Domain
BetzwieserLevkovskyiKrcmar2020,inproceedings,At the Nexus of Business Models and Business Processes - A Systematic Literature Review,"Betzwieser, Benedikt and Levkovskyi, Borys and Krcmar, Helmut",2020,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2020/150,,,,https://dblp.org/rec/conf/pacis/BetzwieserLK20,"{'url': {'source': 'md_curated.bib/000338', 'note': ''}, 'language': {'source': 'md_curated.bib/000338', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000335', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000338|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000335', 'md_curated.bib/000338', 'md_dblp.bib/000336']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#BetzwieserLevkovskyiKrcmar2020,,,eng,,,,,,,,,
BidarWatsonBarros2016,inproceedings,Literature Review to determine Environmental and Cognitive Factors underlying User Value Cocreation behaviour,"Bidar, Reihaneh and Watson, Jason and Barros, Alistair",2016,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2016/327,,,,https://dblp.org/rec/conf/pacis/BidarWB16,"{'url': {'source': 'md_curated.bib/000340', 'note': ''}, 'language': {'source': 'md_curated.bib/000340', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000336', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000340|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000336', 'md_curated.bib/000340', 'md_dblp.bib/000338']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#BidarWatsonBarros2016,,,eng,,,,,,,,,
BinaMullinsPetter2021,inproceedings,Examining Game-based Approaches in Human Resources Recruitment and Selection: A Literature Review and Research Agenda,"Bina, Saman and Mullins, Jeffrey and Petter, Stacie",2021,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2021.161,http://hdl.handle.net/10125/70773,,,6,https://dblp.org/rec/conf/hicss/BinaMP21,"{'url': {'source': 'md_curated.bib/000220', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000231', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000220|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000231', 'md_curated.bib/000220', 'md_dblp.bib/000223']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#BinaMullinsPetter2021,,,eng,,,,,,,,,
BitzerLehmannLeimeister2012,inproceedings,A Literature Review on Indicators for the Measurement of Technology Mediated Learning Productivity - 2000 to 2011,"Bitzer, Philipp and Lehmann, Katja and Leimeister, Jan Marco",2012,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2012/proceedings/ISEducation/30,,,,https://dblp.org/rec/conf/amcis/BitzerLL12,"{'url': {'source': 'md_curated.bib/000108', 'note': ''}, 'language': {'source': 'md_curated.bib/000108', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000112', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000108|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000112', 'md_curated.bib/000108', 'md_dblp.bib/000107']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#BitzerLehmannLeimeister2012,,,eng,,,,,,,,,
BocksheckerHacksteinBaumol2018,inproceedings,Systematization of the term digital transformation and its phenomena from a socio-technical perspective - A literature review,"Bockshecker, Alina and Hackstein, Sarah and Baumöl, Ulrike",2018,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2018_rp/43,,,,https://dblp.org/rec/conf/ecis/BocksheckerHB18,"{'url': {'source': 'md_curated.bib/000091', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000048', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000091|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000048', 'md_curated.bib/000091', 'md_dblp.bib/000089']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#BocksheckerHacksteinBaumol2018,,,eng,,,,,,,,,
